# loc: X = -1.50m; 
#  time step: dt = 5.00000e-06s 
#  col1: time(s); 
#  col2: amplitude (normalized to the source wavelet)
0.00000e+00, 0.00000e+00
5.00000e-06, 0.00000e+00
1.00000e-05, 0.00000e+00
1.50000e-05, 0.00000e+00
2.00000e-05, 0.00000e+00
2.50000e-05, -5.06364e-18
3.00000e-05, 3.55466e-16
3.50000e-05, 4.97640e-15
4.00000e-05, 3.48441e-14
4.50000e-05, 1.69114e-13
5.00000e-05, 6.42639e-13
5.50000e-05, 2.03741e-12
6.00000e-05, 5.60144e-12
6.50000e-05, 1.37029e-11
7.00000e-05, 3.03762e-11
7.50000e-05, 6.18463e-11
8.00000e-05, 1.16851e-10
8.50000e-05, 2.06547e-10
9.00000e-05, 3.43818e-10
9.50000e-05, 5.41939e-10
1.00000e-04, 8.12723e-10
1.05000e-04, 1.16456e-09
1.10000e-04, 1.60089e-09
1.15000e-04, 2.11982e-09
1.20000e-04, 2.71529e-09
1.25000e-04, 3.38000e-09
1.30000e-04, 4.10952e-09
1.35000e-04, 4.90676e-09
1.40000e-04, 5.78512e-09
1.45000e-04, 6.76897e-09
1.50000e-04, 7.89017e-09
1.55000e-04, 9.18057e-09
1.60000e-04, 1.06615e-08
1.65000e-04, 1.23327e-08
1.70000e-04, 1.41633e-08
1.75000e-04, 1.60895e-08
1.80000e-04, 1.80194e-08
1.85000e-04, 1.98479e-08
1.90000e-04, 2.14780e-08
1.95000e-04, 2.28450e-08
2.00000e-04, 2.39376e-08
2.05000e-04, 2.48097e-08
2.10000e-04, 2.55777e-08
2.15000e-04, 2.64013e-08
2.20000e-04, 2.74506e-08
2.25000e-04, 2.88652e-08
2.30000e-04, 3.07148e-08
2.35000e-04, 3.29731e-08
2.40000e-04, 3.55109e-08
2.45000e-04, 3.81156e-08
2.50000e-04, 4.05336e-08
2.55000e-04, 4.25279e-08
2.60000e-04, 4.39385e-08
2.65000e-04, 4.47301e-08
2.70000e-04, 4.50138e-08
2.75000e-04, 4.50364e-08
2.80000e-04, 4.51356e-08
2.85000e-04, 4.56716e-08
2.90000e-04, 4.69507e-08
2.95000e-04, 4.91590e-08
3.00000e-04, 5.23243e-08
3.05000e-04, 5.63182e-08
3.10000e-04, 6.08989e-08
3.15000e-04, 6.57852e-08
3.20000e-04, 7.07459e-08
3.25000e-04, 7.56795e-08
3.30000e-04, 8.06634e-08
3.35000e-04, 8.59586e-08
3.40000e-04, 9.19660e-08
3.45000e-04, 9.91416e-08
3.50000e-04, 1.07893e-07
3.55000e-04, 1.18479e-07
3.60000e-04, 1.30944e-07
3.65000e-04, 1.45096e-07
3.70000e-04, 1.60543e-07
3.75000e-04, 1.76780e-07
3.80000e-04, 1.93296e-07
3.85000e-04, 2.09693e-07
3.90000e-04, 2.25773e-07
3.95000e-04, 2.41580e-07
4.00000e-04, 2.57385e-07
4.05000e-04, 2.73621e-07
4.10000e-04, 2.90784e-07
4.15000e-04, 3.09322e-07
4.20000e-04, 3.29545e-07
4.25000e-04, 3.51569e-07
4.30000e-04, 3.75313e-07
4.35000e-04, 4.00542e-07
4.40000e-04, 4.26934e-07
4.45000e-04, 4.54173e-07
4.50000e-04, 4.82017e-07
4.55000e-04, 5.10344e-07
4.60000e-04, 5.39160e-07
4.65000e-04, 5.68573e-07
4.70000e-04, 5.98741e-07
4.75000e-04, 6.29822e-07
4.80000e-04, 6.61921e-07
4.85000e-04, 6.95076e-07
4.90000e-04, 7.29257e-07
4.95000e-04, 7.64394e-07
5.00000e-04, 8.00409e-07
5.05000e-04, 8.37241e-07
5.10000e-04, 8.74860e-07
5.15000e-04, 9.13244e-07
5.20000e-04, 9.52349e-07
5.25000e-04, 9.92058e-07
5.30000e-04, 1.03213e-06
5.35000e-04, 1.07218e-06
5.40000e-04, 1.11167e-06
5.45000e-04, 1.14995e-06
5.50000e-04, 1.18629e-06
5.55000e-04, 1.21995e-06
5.60000e-04, 1.25025e-06
5.65000e-04, 1.27657e-06
5.70000e-04, 1.29835e-06
5.75000e-04, 1.31509e-06
5.80000e-04, 1.32622e-06
5.85000e-04, 1.33108e-06
5.90000e-04, 1.32882e-06
5.95000e-04, 1.31835e-06
6.00000e-04, 1.29832e-06
6.05000e-04, 1.26714e-06
6.10000e-04, 1.22300e-06
6.15000e-04, 1.16391e-06
6.20000e-04, 1.08777e-06
6.25000e-04, 9.92375e-07
6.30000e-04, 8.75420e-07
6.35000e-04, 7.34476e-07
